Name,Age,Gender,Email,Phone No.,Programming_Skills,Coding_Skills_Years,Job_Experience_NumCompanies,Previous_Salary,Desired_Salary,Projects,Internships,Education,Gap_Years,Shortlisting_class
Raagini Verma,26,Female,raagini.verma44@outlook.com,8885850981,10,9,5,2250630,2894844,9,1,M.Tech,0,Rejected
Agastya Hora,44,Male,agastya.hora93@yahoo.com,8454471950,4,6,4,1306216,1606998,20,2,BSc Computer Science,0,Shortlisted
Aarush Karan,37,Male,aarush.karan13@yahoo.com,9216993153,7,15,2,2325948,2570798,13,3,M.Tech,0,Shortlisted
Maya Zachariah,54,Female,maya.zachariah14@gmail.com,8760038379,6,5,2,1167252,1388882,10,5,M.Tech,1,Rejected
Osha Ahluwalia,34,Female,osha.ahluwalia63@outlook.com,9518033984,2,1,1,858052,1684609,1,1,Diploma,0,Rejected
Lekha Reddy,49,Female,lekha.reddy48@gmail.com,8994034097,4,13,5,1788054,2445735,17,1,B.E.,0,Shortlisted
Patrick Chhabra,53,Male,patrick.chhabra37@gmail.com,7687579738,3,1,0,945418,1856260,1,0,BCA,1,Rejected
Kabir Kumer,49,Male,kabir.kumer9@yahoo.com,8353766681,9,6,4,3497318,4591519,18,2,B.E.,0,Shortlisted
Orinder Shenoy,41,Male,orinder.shenoy9@gmail.com,8589116575,8,12,3,2090571,2322118,16,3,B.E.,0,Shortlisted
Xalak Goyal,29,Female,xalak.goyal28@gmail.com,8582041360,10,14,4,3458894,4587414,9,2,M.Tech,0,Shortlisted
Hemal Khalsa,21,Female,hemal.khalsa16@outlook.com,6173215960,4,14,4,2830081,3480390,20,1,B.E.,0,Shortlisted
Eesha Mangat,41,Female,eesha.mangat17@gmail.com,6117574855,5,5,3,4326404,5719437,8,3,BSc Computer Science,0,Rejected
Vyanjana Sehgal,51,Female,vyanjana.sehgal23@gmail.com,6704088358,2,1,0,721119,1066769,2,1,MSc,0,Rejected
Sai Choudhury,24,Female,sai.choudhury75@gmail.com,7980360841,2,1,0,361530,635555,4,1,MSc,4,Rejected
Saanvi Palan,45,Female,saanvi.palan98@gmail.com,9774287143,5,8,4,2142822,2363197,17,1,B.E.,0,Shortlisted
Parth Ramakrishnan,31,Male,parth.ramakrishnan68@yahoo.com,9588050628,5,7,5,2938693,3284268,20,3,M.Tech,0,Shortlisted
Luke Goyal,41,Male,luke.goyal73@outlook.com,7811445210,3,2,2,659323,930295,3,0,Diploma,0,Rejected
Tristan Dubey,47,Male,tristan.dubey30@yahoo.com,8685514415,9,7,4,4169167,5522091,10,5,M.Tech,1,Shortlisted
Dalbir Pau,21,Male,dalbir.pau88@outlook.com,6883708729,3,15,3,1824147,2216778,5,3,B.E.,0,Shortlisted
Darpan Chadha,42,Male,darpan.chadha20@outlook.com,7993909283,1,0,0,508219,683120,0,1,Diploma,0,Rejected
Ishita Varma,47,Female,ishita.varma51@yahoo.com,6365142399,0,1,0,85432,170736,4,1,Diploma,1,Rejected
Chaitanya Hora,33,Male,chaitanya.hora96@yahoo.com,9547197644,10,6,2,986860,1118712,6,1,B.E.,0,Shortlisted
Maanav Dhillon,32,Male,maanav.dhillon8@yahoo.com,8258836990,2,1,2,862919,1206299,2,1,BCA,2,Rejected
Jhalak Chandran,37,Female,jhalak.chandran72@gmail.com,6779257063,1,3,1,523179,895207,0,0,B.E.,0,Rejected
Advay Subramaniam,43,Male,advay.subramaniam47@gmail.com,6942674674,5,15,4,1460056,2014201,12,2,BSc Computer Science,0,Shortlisted
Balvan Khalsa,34,Male,balvan.khalsa66@gmail.com,6129938005,8,14,2,4145026,5607510,14,3,B.E.,1,Shortlisted
Triya Warrior,21,Female,triya.warrior34@yahoo.com,8581333549,2,3,0,475431,603165,1,1,MCA,0,Shortlisted
Diya Dhar,27,Female,diya.dhar30@gmail.com,9118194690,2,3,1,898429,1280161,3,1,B.E.,4,Rejected
Ekapad Issac,32,Male,ekapad.issac42@gmail.com,7840850461,9,12,4,1215908,1650211,17,5,B.E.,0,Rejected
Dalaja Sachar,48,Female,dalaja.sachar14@yahoo.com,6934265743,0,1,2,424047,838206,0,0,MBA,4,Rejected
Elijah Ratta,21,Male,elijah.ratta89@outlook.com,6686717517,5,9,5,2720778,3001131,5,1,B.E.,0,Shortlisted
Henry Patil,52,Male,henry.patil27@outlook.com,7116074338,6,11,4,999604,1219606,9,4,B.E.,1,Shortlisted
Harita Sehgal,51,Female,harita.sehgal85@yahoo.com,8260024545,2,3,0,682170,1148063,1,1,B.E.,0,Rejected
Warjas Shere,35,Male,warjas.shere84@gmail.com,9903545816,3,10,2,3600490,4698076,7,5,MCA,0,Shortlisted
Rishi Rau,47,Male,rishi.rau37@yahoo.com,6880748903,7,7,2,1034759,1147282,19,3,B.E.,0,Shortlisted
Kavya Shukla,26,Female,kavya.shukla46@outlook.com,6108255714,4,5,4,4097912,5061971,18,4,MCA,0,Shortlisted
Libni Hayre,26,Female,libni.hayre27@yahoo.com,7153238411,2,3,1,168102,336056,1,1,MCA,0,Rejected
Vrishti Dua,23,Female,vrishti.dua99@outlook.com,8101922196,3,2,2,113395,150190,3,1,MBA,3,Rejected
Leena Konda,54,Female,leena.konda51@gmail.com,7852706312,2,0,1,58737,98936,0,1,MCA,1,Rejected
Jagrati Cheema,44,Female,jagrati.cheema15@gmail.com,7821156755,2,2,0,746778,1448914,3,1,MBA,1,Rejected
Gavin Kibe,23,Male,gavin.kibe22@outlook.com,6455746395,3,2,1,335165,458387,4,0,MSc,0,Rejected
Vamakshi Vyas,40,Female,vamakshi.vyas82@yahoo.com,6383862662,3,6,4,1537660,1975654,14,5,M.Tech,0,Shortlisted
Mohini Gulati,30,Female,mohini.gulati55@gmail.com,7175252479,3,1,0,523594,835284,0,0,Diploma,1,Rejected
Ekansh Atwal,41,Male,ekansh.atwal27@gmail.com,8451710578,2,3,2,808770,1522558,4,0,M.Tech,0,Rejected
Avni Sibal,47,Female,avni.sibal38@gmail.com,7916772563,4,13,2,2011991,2744022,8,4,BSc Computer Science,0,Shortlisted
Bahadurjit Ram,25,Male,bahadurjit.ram21@outlook.com,8663553454,3,8,3,4335747,5532523,11,3,BSc Computer Science,0,Shortlisted
Vaishnavi Borah,21,Female,vaishnavi.borah36@yahoo.com,6467960101,6,13,3,4179835,5158007,7,5,BSc Computer Science,0,Shortlisted
Gaurav Sandhu,31,Male,gaurav.sandhu92@yahoo.com,6278120190,2,3,1,722009,1118422,0,0,MCA,3,Rejected
Fiyaz Jha,44,Male,fiyaz.jha22@gmail.com,6313966557,3,0,2,120435,238651,2,0,MCA,0,Rejected
Manan Sule,21,Male,manan.sule1@outlook.com,6308609983,10,6,2,3985509,5262481,11,3,BSc Computer Science,0,Shortlisted
Harinakshi Tank,44,Female,harinakshi.tank79@gmail.com,8139849054,3,1,1,940750,1484384,0,1,BCA,1,Rejected
Advaith Patla,50,Male,advaith.patla10@outlook.com,6211079378,9,8,3,4143550,4575863,6,3,B.E.,1,Shortlisted
Darpan Gola,44,Male,darpan.gola44@yahoo.com,7982793054,4,7,4,3863024,5189773,8,2,BSc Computer Science,0,Shortlisted
Xavier Banik,47,Male,xavier.banik62@outlook.com,7980062038,1,0,0,656983,1062425,0,1,M.Tech,3,Rejected
Daksh Dalal,44,Male,daksh.dalal15@yahoo.com,9418625996,1,0,0,735880,1468014,0,1,MBA,3,Rejected
Kai Agarwal,43,Male,kai.agarwal85@yahoo.com,6391925548,9,4,2,3741198,4260618,15,5,BSc Computer Science,0,Shortlisted
Vyanjana Narang,41,Female,vyanjana.narang97@yahoo.com,7539718916,1,1,1,195661,380023,1,1,MCA,0,Rejected
Priya Bains,35,Female,priya.bains26@outlook.com,8553102076,0,0,2,538969,688310,0,1,BCA,1,Rejected
Imaran Borah,27,Male,imaran.borah83@yahoo.com,9693073476,1,1,2,249948,343811,3,1,MCA,0,Shortlisted
Dalaja Lad,23,Female,dalaja.lad89@yahoo.com,7605637419,4,15,2,1402858,1703899,9,5,B.E.,0,Shortlisted
Nathan Hayer,54,Male,nathan.hayer12@outlook.com,7985323704,3,2,2,396607,681137,0,1,B.E.,1,Rejected
Vanya Mane,27,Female,vanya.mane99@outlook.com,7880052122,0,2,2,26910,51411,2,1,BCA,1,Rejected
Jyoti Chowdhury,52,Female,jyoti.chowdhury50@yahoo.com,7161057926,4,12,4,2847221,3181087,11,5,M.Tech,0,Shortlisted
Patrick Sabharwal,40,Male,patrick.sabharwal44@yahoo.com,7119526143,3,1,2,730653,1271621,0,1,MSc,0,Rejected
Eesha Bera,46,Female,eesha.bera19@outlook.com,8240691711,3,0,1,86801,151907,3,0,Diploma,0,Shortlisted
Raksha Barad,24,Female,raksha.barad34@outlook.com,8482911077,1,2,0,619278,985465,1,0,Diploma,3,Rejected
Bahadurjit Kumar,26,Male,bahadurjit.kumar91@yahoo.com,7950144593,8,10,5,2778311,3465578,20,1,M.Tech,0,Shortlisted
Wriddhish Mani,41,Male,wriddhish.mani83@outlook.com,6972500048,8,14,2,2442556,3320356,15,3,BSc Computer Science,0,Shortlisted
Chandran Patla,30,Male,chandran.patla44@gmail.com,8359281921,0,1,1,860660,1619489,3,0,MBA,0,Rejected
Ekaja Kibe,30,Female,ekaja.kibe16@outlook.com,8776773596,7,7,4,1585588,2050521,5,3,M.Tech,0,Shortlisted
Kashvi Dhar,43,Female,kashvi.dhar83@gmail.com,7355783990,2,2,2,471388,621411,2,0,M.Tech,3,Rejected
Rohan Kapadia,52,Male,rohan.kapadia76@outlook.com,9302739886,5,9,5,3226234,3918617,9,4,B.E.,0,Shortlisted
Vasatika Shanker,32,Female,vasatika.shanker97@outlook.com,6550666652,0,3,1,374849,671054,1,1,MSc,1,Rejected
Abha Mody,35,Female,abha.mody73@outlook.com,7673816534,3,2,1,814154,1515189,2,1,Diploma,1,Rejected
Forum Vyas,37,Female,forum.vyas64@gmail.com,6163688312,0,1,2,776733,1309723,1,0,Diploma,0,Shortlisted
Warinder Som,34,Male,warinder.som31@yahoo.com,8300534602,1,3,1,944574,1569705,3,0,MCA,0,Rejected
Widisha Chacko,22,Female,widisha.chacko99@outlook.com,7428171387,10,11,3,1266532,1661123,12,3,BSc Computer Science,0,Shortlisted
Tanveer Bahl,40,Male,tanveer.bahl37@gmail.com,6959243095,3,1,2,82082,146873,4,1,MCA,1,Rejected
Chasmum Sundaram,53,Female,chasmum.sundaram86@outlook.com,9477188216,0,2,0,111126,167379,1,1,BCA,1,Rejected
Tristan Nanda,26,Male,tristan.nanda33@gmail.com,8278257525,2,1,0,353831,446197,0,0,MBA,1,Rejected
Yashawini Banik,50,Female,yashawini.banik17@outlook.com,6224169685,7,12,2,1425372,1709646,5,3,M.Tech,0,Shortlisted
Priya Karnik,48,Female,priya.karnik23@yahoo.com,9579923799,5,13,5,4246719,5095926,7,1,BSc Computer Science,0,Shortlisted
Leela Bhattacharyya,34,Female,leela.bhattacharyya98@gmail.com,6263706082,1,1,2,463783,604917,4,1,MBA,1,Rejected
Balendra Mangal,33,Male,balendra.mangal22@outlook.com,9782357489,2,0,2,259789,458319,4,0,B.E.,0,Rejected
Balendra Kumer,21,Male,balendra.kumer93@outlook.com,8601171242,3,7,5,3473497,4250039,5,1,M.Tech,0,Shortlisted
Chaaya Acharya,40,Female,chaaya.acharya10@yahoo.com,6631677684,10,4,5,2535985,3000911,8,1,M.Tech,0,Shortlisted
Wyatt Bhandari,53,Male,wyatt.bhandari20@yahoo.com,8143228820,1,0,2,661850,1203833,1,1,B.E.,3,Rejected
Wyatt Shetty,50,Male,wyatt.shetty71@yahoo.com,6309135014,3,1,0,889035,1339557,3,1,BCA,1,Rejected
Varenya Johal,30,Female,varenya.johal64@outlook.com,8273049736,4,15,4,1742480,2434315,14,1,M.Tech,0,Shortlisted
Onveer Mangat,30,Male,onveer.mangat93@yahoo.com,8309487403,0,3,1,62894,89149,3,1,Diploma,2,Rejected
Christopher Goda,25,Male,christopher.goda89@outlook.com,9795907635,5,11,5,1639488,1887381,19,5,B.E.,0,Shortlisted
Vasana Krishnan,28,Female,vasana.krishnan45@outlook.com,8596430689,5,9,5,1684735,2287539,12,2,M.Tech,1,Shortlisted
Falak Om,44,Female,falak.om89@outlook.com,8960223081,4,7,3,4309206,5792399,9,3,MCA,1,Shortlisted
Balvan Edwin,53,Male,balvan.edwin86@outlook.com,7985433156,3,2,1,934455,1166492,3,0,B.E.,0,Rejected
Triya Shankar,40,Female,triya.shankar1@yahoo.com,9165682105,2,0,0,566549,941441,2,0,B.E.,2,Rejected
Pahal Chawla,48,Female,pahal.chawla34@yahoo.com,9533801047,4,5,2,976404,1241252,5,2,BSc Computer Science,0,Rejected
Eiravati Goda,41,Female,eiravati.goda41@outlook.com,7651937451,10,13,4,1736881,1916801,14,4,M.Tech,0,Shortlisted
Azad Dewan,34,Male,azad.dewan38@yahoo.com,6637078577,10,7,4,3059479,3804552,12,4,MCA,0,Shortlisted
Devansh Prabhakar,32,Male,devansh.prabhakar74@outlook.com,6361232977,8,8,5,1197468,1527523,5,1,BSc Computer Science,0,Rejected
Anya Bassi,43,Female,anya.bassi41@yahoo.com,6925584624,2,2,1,584081,1126959,2,1,M.Tech,3,Rejected
Girindra Ratti,53,Male,girindra.ratti53@yahoo.com,9964557585,8,5,5,2299017,2551926,10,2,B.E.,0,Shortlisted
Krisha Prashad,42,Female,krisha.prashad57@gmail.com,9322620651,10,14,4,1054831,1472069,12,3,B.E.,0,Shortlisted
Jatin Koshy,35,Male,jatin.koshy66@outlook.com,6957196949,3,1,2,645140,786227,3,1,BCA,3,Rejected
Harini Chaudhry,51,Female,harini.chaudhry43@yahoo.com,8787752626,2,0,2,94415,164239,0,0,B.E.,0,Rejected
Balendra Gandhi,38,Male,balendra.gandhi94@gmail.com,6150172208,5,4,4,3426737,4232005,15,2,M.Tech,0,Shortlisted
Chaman Handa,35,Female,chaman.handa23@outlook.com,7248626343,4,10,2,2750875,3383451,19,3,MCA,0,Shortlisted
Omaja Prashad,40,Female,omaja.prashad28@outlook.com,8861696104,0,0,1,441327,793361,4,0,Diploma,2,Rejected
Nathan Narula,48,Male,nathan.narula64@outlook.com,8702995838,0,2,0,953969,1466241,3,0,MCA,2,Rejected
Ikshita Kala,25,Female,ikshita.kala9@yahoo.com,7126122845,5,5,2,4460489,5613373,15,2,BSc Computer Science,0,Shortlisted
Fiyaz Balan,31,Male,fiyaz.balan50@gmail.com,7537878328,5,5,5,1725277,2127624,19,4,M.Tech,1,Shortlisted
Utkarsh Pradhan,39,Male,utkarsh.pradhan47@gmail.com,9190462794,4,4,5,3222203,4316213,6,3,B.E.,0,Shortlisted
Ekanta Vohra,28,Female,ekanta.vohra22@outlook.com,8662116604,7,4,3,4317694,5134715,14,2,B.E.,0,Shortlisted
Chaitaly Gole,42,Female,chaitaly.gole95@outlook.com,7969223226,1,1,0,839582,1610717,2,1,M.Tech,0,Rejected
Finn Taneja,32,Male,finn.taneja81@gmail.com,6433915641,7,9,3,3513831,3958366,5,4,M.Tech,0,Shortlisted
Ethan Mangal,48,Male,ethan.mangal31@gmail.com,6838156198,0,2,2,317543,573738,0,1,MSc,0,Rejected
Aryan Chatterjee,30,Male,aryan.chatterjee13@yahoo.com,6169861214,2,2,1,186388,314201,2,1,Diploma,2,Rejected
Andrew Gupta,32,Male,andrew.gupta34@gmail.com,6362010482,6,6,3,1485598,1933869,17,4,MCA,1,Shortlisted
Manbir Merchant,54,Male,manbir.merchant43@outlook.com,8496528099,7,7,5,3151487,4060676,17,5,BSc Computer Science,0,Shortlisted
Ganga Rana,21,Female,ganga.rana82@yahoo.com,8583287016,2,2,2,996371,1284987,0,0,MCA,1,Rejected
Ekavir Madan,54,Male,ekavir.madan18@gmail.com,8189444903,4,6,3,2877004,3671678,13,5,B.E.,0,Shortlisted
Mekhala Kurian,45,Female,mekhala.kurian13@yahoo.com,8494095954,3,0,1,299047,530453,3,1,M.Tech,4,Rejected
Zarna Dua,47,Female,zarna.dua88@yahoo.com,9292988886,7,15,3,3613931,4345251,19,1,BSc Computer Science,0,Shortlisted
Zayyan Sabharwal,34,Male,zayyan.sabharwal23@yahoo.com,9145313750,2,1,1,168179,312886,0,1,MBA,1,Rejected
Inaya Soman,39,Female,inaya.soman57@yahoo.com,6297909884,0,1,1,52155,85945,1,0,B.E.,4,Rejected
Geetika Morar,44,Female,geetika.morar87@gmail.com,9195604625,6,7,4,2934906,3404774,19,3,B.E.,0,Shortlisted
Aadi Gole,22,Male,aadi.gole88@yahoo.com,9130231744,1,2,2,473916,677468,3,1,MCA,0,Rejected
Frederick Puri,36,Male,frederick.puri7@gmail.com,8513918764,2,2,1,161947,297234,0,0,BCA,0,Rejected
Tejas Balasubramanian,24,Male,tejas.balasubramanian78@outlook.com,9746074505,1,3,2,414086,537761,4,1,M.Tech,1,Rejected
Harsh Suri,44,Male,harsh.suri63@yahoo.com,9787089201,0,2,2,434891,542776,4,0,B.E.,1,Rejected
Yauvani Mangat,32,Female,yauvani.mangat60@yahoo.com,7979622810,9,6,4,3361759,3839541,12,1,M.Tech,0,Shortlisted
Eesha Oak,33,Female,eesha.oak51@outlook.com,9531980795,3,4,2,2304318,2851416,6,5,B.E.,1,Shortlisted
Maanav Anand,33,Male,maanav.anand91@gmail.com,9894871755,3,11,2,1049677,1228350,5,4,B.E.,0,Shortlisted
Mugdha Gupta,39,Female,mugdha.gupta99@yahoo.com,6554430860,2,3,0,392375,737539,1,0,BCA,1,Rejected
Charita Venkataraman,34,Female,charita.venkataraman99@outlook.com,8167549988,7,4,3,3170580,4116056,18,1,BSc Computer Science,0,Shortlisted
Chakrika Goyal,27,Female,chakrika.goyal96@outlook.com,6784654160,0,0,1,605802,1139542,4,0,M.Tech,1,Rejected
Veer Singh,38,Male,veer.singh51@yahoo.com,8545464946,8,9,2,1911609,2150604,14,5,B.E.,0,Shortlisted
Widisha Nanda,25,Female,widisha.nanda8@yahoo.com,9494531468,2,0,1,706789,1399532,0,1,BSc Computer Science,4,Rejected
Tejas Suri,35,Male,tejas.suri64@outlook.com,7478519095,1,3,2,361239,508651,2,0,MSc,0,Shortlisted
Lakshit Morar,34,Male,lakshit.morar35@yahoo.com,6638415654,5,5,5,2073402,2310044,8,5,BSc Computer Science,0,Shortlisted
Krisha Nazareth,25,Female,krisha.nazareth3@outlook.com,9761279342,7,14,2,1877808,2120371,8,1,MCA,0,Shortlisted
Owen Borde,45,Male,owen.borde14@gmail.com,7526507078,4,7,5,1910318,2425297,10,4,M.Tech,1,Shortlisted
Yochana Ghosh,42,Female,yochana.ghosh7@yahoo.com,9396106196,3,0,2,524305,1015716,0,1,B.E.,3,Rejected
Priya Kumar,26,Female,priya.kumar35@gmail.com,6770854413,4,13,2,2221053,2588861,15,3,B.E.,0,Shortlisted
Peter Khosla,29,Male,peter.khosla18@yahoo.com,6596683822,1,0,1,985201,1767625,1,1,MBA,0,Rejected
Ethan Amble,53,Male,ethan.amble47@yahoo.com,8321338366,1,1,2,927223,1712871,4,0,MBA,2,Rejected
Balhaar Sur,22,Male,balhaar.sur81@gmail.com,6828614986,0,1,0,351793,533404,1,0,BCA,0,Rejected
Veda Borde,28,Female,veda.borde55@yahoo.com,8494911947,3,3,1,231201,324027,2,0,MBA,3,Rejected
Charvi Kulkarni,49,Female,charvi.kulkarni1@outlook.com,8264455360,6,8,4,1626851,1811978,7,4,M.Tech,0,Rejected
Kevin Jaggi,52,Male,kevin.jaggi55@yahoo.com,6719168776,3,3,2,408678,651539,2,1,M.Tech,0,Rejected
Varenya Goyal,50,Female,varenya.goyal6@yahoo.com,7477624203,10,14,2,3721557,4497898,6,2,M.Tech,0,Shortlisted
Chaitanya Apte,44,Male,chaitanya.apte80@outlook.com,8945006965,9,9,2,2416021,2818012,14,5,M.Tech,0,Shortlisted
Henry Madan,49,Male,henry.madan46@outlook.com,9924725511,3,8,4,2977730,4106759,12,5,B.E.,0,Shortlisted
Advik Dalal,47,Male,advik.dalal46@gmail.com,6268633686,9,8,2,2718532,3657220,12,2,M.Tech,0,Shortlisted
Fitan Nayar,36,Male,fitan.nayar19@yahoo.com,8174785057,0,3,0,718793,989728,1,1,MBA,0,Rejected
Noah Borde,50,Male,noah.borde43@outlook.com,6639609499,3,3,2,550494,748099,4,0,MBA,0,Rejected
Tanish Tandon,40,Male,tanish.tandon71@gmail.com,8511743184,3,3,2,327718,603262,3,1,BCA,0,Rejected
Om Bal,21,Male,om.bal14@yahoo.com,9187423776,2,3,1,648833,913430,1,0,MBA,2,Rejected
Upasna Mangal,38,Female,upasna.mangal25@gmail.com,8266198389,7,15,5,4424701,5443446,11,5,M.Tech,0,Shortlisted
Timothy Zachariah,50,Male,timothy.zachariah5@yahoo.com,9908518247,10,9,4,3363649,3958888,5,5,M.Tech,0,Shortlisted
Ishanvi Ravel,23,Female,ishanvi.ravel70@gmail.com,8897969079,0,1,0,218350,298239,4,0,M.Tech,1,Rejected
Raagini Sethi,38,Female,raagini.sethi79@gmail.com,7540131878,3,8,5,1349252,1664107,13,4,B.E.,0,Shortlisted
Yashawini Mangal,39,Female,yashawini.mangal86@yahoo.com,9874545100,10,14,5,2784981,3144618,12,5,B.E.,0,Shortlisted
Ranbir Rau,33,Male,ranbir.rau10@gmail.com,9402915627,3,2,0,293230,374790,3,1,M.Tech,3,Rejected
Ganga Loke,28,Female,ganga.loke84@yahoo.com,8848259466,0,0,2,552508,1072297,4,0,B.E.,2,Rejected
Yahvi Sen,40,Female,yahvi.sen33@outlook.com,8290359147,6,9,3,2014399,2544777,17,3,MCA,0,Shortlisted
Luke Seth,34,Male,luke.seth35@gmail.com,6385787087,3,3,1,37990,56213,0,0,BCA,2,Rejected
Mohini Sangha,42,Female,mohini.sangha31@outlook.com,7484129972,3,4,2,3261390,4168053,15,5,B.E.,0,Shortlisted
Jagrati Thakur,52,Female,jagrati.thakur70@gmail.com,8248179621,2,2,1,808760,1164656,4,0,M.Tech,1,Rejected
Balendra Shukla,32,Male,balendra.shukla1@yahoo.com,8519550676,1,3,0,137489,235226,4,1,Diploma,1,Rejected
Upasna Zachariah,32,Female,upasna.zachariah19@yahoo.com,8734215363,4,6,3,3489667,4199814,12,2,M.Tech,0,Rejected
Laksh Subramanian,25,Male,laksh.subramanian3@outlook.com,6895459063,5,10,3,3643033,4782799,19,4,MCA,0,Shortlisted
Ekanta Banerjee,40,Female,ekanta.banerjee4@outlook.com,7919913301,9,8,5,3483000,4678625,15,5,M.Tech,0,Shortlisted
Hardik Palan,31,Male,hardik.palan91@yahoo.com,9573392368,1,0,0,578122,1016247,3,0,MSc,1,Rejected
Neel Natt,36,Male,neel.natt10@gmail.com,6812292367,3,13,4,3005768,3856315,14,5,MCA,0,Shortlisted
Gaurika Khanna,35,Female,gaurika.khanna29@outlook.com,9411711340,7,6,4,3806858,4546370,9,4,B.E.,0,Shortlisted
Devansh Bala,29,Male,devansh.bala97@yahoo.com,7686797607,1,3,1,434433,710047,4,0,MSc,2,Rejected
Veda Ganesh,51,Female,veda.ganesh91@gmail.com,6572599274,0,2,2,345179,429626,1,1,Diploma,0,Rejected
Umang Dubey,22,Male,umang.dubey94@outlook.com,9814069335,10,15,4,983000,1220631,20,3,B.E.,0,Rejected
Ijaya Tata,27,Female,ijaya.tata14@yahoo.com,8797796595,3,13,3,3540434,4807900,11,1,M.Tech,0,Shortlisted
Thomas Chanda,22,Male,thomas.chanda28@gmail.com,8816645860,8,8,3,860940,1182232,12,3,B.E.,0,Shortlisted
Vyanjana Patla,50,Female,vyanjana.patla41@gmail.com,9602110349,2,2,2,121256,240565,2,0,B.E.,0,Rejected
Warhi Sunder,35,Female,warhi.sunder87@gmail.com,8364831561,0,3,1,765470,1186498,1,0,MCA,0,Rejected
Aachal Pall,45,Female,aachal.pall67@outlook.com,6726012098,9,13,4,2302677,3152713,14,3,M.Tech,0,Shortlisted
Ekaraj Chaudhari,22,Male,ekaraj.chaudhari62@yahoo.com,7543124321,5,7,5,2740834,3053950,20,1,M.Tech,0,Shortlisted
Janaki Khosla,36,Female,janaki.khosla74@outlook.com,9225764925,2,3,2,132079,197944,4,1,MCA,2,Rejected
Rachita Sundaram,25,Female,rachita.sundaram79@gmail.com,8418986883,3,5,3,4090454,5094759,5,4,M.Tech,0,Shortlisted
Sachi Nagi,30,Female,sachi.nagi9@outlook.com,8343112144,0,2,1,40693,63902,1,1,M.Tech,3,Rejected
Noah Tank,37,Male,noah.tank30@outlook.com,7456647096,0,0,2,955491,1360555,2,0,BSc Computer Science,1,Rejected
Bimala Viswanathan,51,Female,bimala.viswanathan43@gmail.com,7452467652,10,5,5,3435832,4284689,12,4,M.Tech,0,Shortlisted
Kamala Vasa,43,Female,kamala.vasa3@yahoo.com,9365250455,3,1,0,521394,782115,1,0,BCA,3,Rejected
Bhanumati Raval,29,Female,bhanumati.raval1@gmail.com,7971409471,6,4,3,2093379,2760618,15,5,MCA,0,Shortlisted
Ojasvi Peri,28,Female,ojasvi.peri32@gmail.com,6730273080,7,6,2,3195313,3586651,16,5,BSc Computer Science,0,Shortlisted
Harini Bakshi,24,Female,harini.bakshi80@outlook.com,9686288928,10,11,5,1489304,1812168,6,5,M.Tech,0,Shortlisted
Raagini Purohit,44,Female,raagini.purohit99@yahoo.com,6665004083,5,4,4,1541109,2148907,8,4,B.E.,0,Shortlisted
Timothy Suri,30,Male,timothy.suri4@yahoo.com,9906868368,3,14,5,3771101,4572636,11,2,M.Tech,0,Shortlisted
Ayush Lad,34,Male,ayush.lad89@yahoo.com,9865560247,4,12,2,1237235,1668071,10,4,BSc Computer Science,0,Shortlisted
Harsh Atwal,42,Male,harsh.atwal95@gmail.com,8354536313,9,7,4,4336895,5137016,14,5,B.E.,0,Shortlisted
Caleb Kala,39,Male,caleb.kala73@yahoo.com,7972886561,9,11,2,2332192,3065607,8,2,B.E.,0,Shortlisted
Girish Mukhopadhyay,34,Male,girish.mukhopadhyay16@gmail.com,9954716823,1,1,1,204523,367254,2,0,BSc Computer Science,0,Rejected
Tarak Issac,34,Male,tarak.issac10@gmail.com,7511738862,1,0,0,721132,1370344,4,0,Diploma,3,Rejected
Ekanta Karpe,54,Female,ekanta.karpe23@yahoo.com,8669728944,3,2,0,902176,1625417,4,1,M.Tech,0,Rejected
Chanakya Krishna,26,Male,chanakya.krishna62@gmail.com,7123457709,8,8,5,2652985,3277264,16,1,BSc Computer Science,0,Rejected
Teerth Virk,37,Male,teerth.virk36@gmail.com,8165179193,3,9,5,1937918,2252527,5,4,B.E.,0,Shortlisted
Tanish Chatterjee,22,Male,tanish.chatterjee56@outlook.com,9963848366,2,2,2,623749,1162409,4,0,MSc,2,Rejected
Christopher Comar,44,Male,christopher.comar70@yahoo.com,7300730510,7,14,3,4059011,5315268,18,5,MCA,0,Shortlisted
Ekiya Varughese,27,Female,ekiya.varughese58@outlook.com,7912531403,3,1,1,266796,446664,0,0,BSc Computer Science,3,Shortlisted
Yash Sarraf,31,Male,yash.sarraf25@gmail.com,9360484220,3,2,1,881542,1279675,2,1,BSc Computer Science,2,Rejected
Chanakya Mallick,41,Male,chanakya.mallick10@yahoo.com,9779540291,0,3,1,322268,622231,3,1,MCA,1,Rejected
Gaurav Bhat,41,Male,gaurav.bhat41@yahoo.com,6957336561,9,9,4,4086448,5187343,19,4,B.E.,0,Shortlisted
Chandresh Goswami,22,Male,chandresh.goswami38@outlook.com,8563090885,2,0,1,770191,1277458,0,1,M.Tech,2,Rejected
